Day_of_Week,Light_Conditions,Sex_Of_Driver,Vehicle_Type,Speed_limit,Pedestrian_Crossing,Road_Type,Special_Conditions_at_Site,Number_of_Pasengers,Weather,Road_Surface,Driver_Age_Group,Vehicle_Age,Traffic_Density,Risk_Score,Is_Weekend,Night_Drive,Accident_Severity,Driver_Age,Driver_Experience,Seat_Belt,Alcohol_Level,Tyre_Condition,Braking_Distance,Vehicle_Load,Visibility,Time_Of_Day,Weather_Risk,Surface_Risk,Driver_Risk,Traffic_Risk,Total_Risk_Score,Speed_to_Risk,Visibility_to_Speed,Driver_Age_to_Exp,Final_Output
2,1,1,1,30,0,4,1,2,rainy,dry,0,5,2,10,0,0,1,27,8,1,0,1,50.17251464,0.875653307,73.06095479,afternoon,3,1,0,1,5,5,2.36,0.29,Minor
3,0,0,0,20,0,3,0,3,rainy,dry,0,3,6,40,0,0,0,31,8,0,0,1,50.23625403,1.260647661,85.53376392,afternoon,3,1,3,3,10,1.82,4.07,0.25,Major
6,0,1,0,40,0,5,1,6,clear,dry,2,2,3,35,0,0,0,43,20,1,0,1,36.3683539,0.639947504,86.15041247,afternoon,1,1,0,1.5,3.5,8.89,2.1,0.45,Minor
4,1,1,0,40,0,3,1,1,clear,dry,1,12,9,10,0,0,1,22,0,1,0,1,43.5489774,1.35703543,30.08775851,evening,1,1,0,4.5,6.5,5.33,0.73,0,Minor
1,0,1,1,30,1,3,1,6,clear,wet,1,1,3,19.09091,1,0,1,37,14,1,0,1,31.77159814,0.831251017,92.95072661,morning,1,2,0,1.5,4.5,5.45,3,0.37,Minor
2,1,0,1,40,0,6,1,5,clear,wet,1,8,6,40,1,0,1,48,27,0,0,0,31.89883503,1.223960854,100,evening,1,2,5,3,11,3.33,2.44,0.55,Major
4,0,1,0,20,0,6,1,2,clear,dry,1,1,3,4.285714,0,0,1,18,0,1,0,1,37.7855488,1.383775795,81.11811997,morning,1,1,0,1.5,3.5,4.44,3.86,0,Minor
1,1,1,1,30,0,4,1,2,clear,dry,1,5,8,9,0,0,0,36,12,1,0,0,25.07342629,1.387452702,77.82666317,night,1,1,2,4,8,3.33,2.51,0.32,Major
0,1,1,0,30,1,1,0,2,clear,wet,0,5,8,9,0,0,1,37,13,0,0,0,36.24782764,0.95236507,95.89329984,afternoon,1,2,5,4,12,2.31,3.09,0.34,Major
6,0,1,1,20,0,4,1,6,clear,dry,1,1,5,15.555555,0,0,1,42,24,1,0,1,55.70601909,0.756603158,93.5185768,morning,1,1,0,2.5,4.5,3.64,4.45,0.56,Minor
0,0,0,1,30,0.61753803,6,0.382462,2,foggy,dry,2,9,3,30,1,0,1,22,0,1,0,1,66.84176876,1.105760429,83.46102636,afternoon,4,1,0,1.5,6.5,4,2.69,0,Minor
5,1,0,0,40,1,6,1,2,foggy,dry,0,5,2,8,0,0,1,21,3,0,0,1,76.13156717,0.683963011,95.46064724,morning,4,1,3,1,9,4,2.33,0.14,Major
5,1,1,0,30,0,2,0,3,clear,dry,0,9,6,8.571428,0,0,0,40,19,1,0,1,38.99799935,1.290596872,96.40997869,evening,1,1,0,3,5,5,3.11,0.46,Minor
4,1,0,0,40,1,1,1,6,clear,wet,0,11,1,70,0,0,1,37,17,1,0,0,63.00160236,1.211344899,56.5365396,afternoon,1,2,2,0.5,5.5,6.15,1.38,0.45,Minor
3,1,1,0,30,1,3,0,3,stormy,dry,1,6,1,8,0,0,1,37,13,0,0,1,50.04260891,1.295640524,57.0272095,morning,5,1,3,0.5,9.5,2.86,1.84,0.34,Major
4,0,1,1,30,0,4,1,4,clear,dry,0,7,9,12.5,1,0,1,38,16,0,1,0,41.43968881,0.933257508,54.17170034,evening,1,1,9,4.5,15.5,1.82,1.75,0.41,Major
5,0,0,0,30,1,4,1,1,stormy,dry,0,7,5,20,1,0,1,28,6,0,0,0,51.03304596,1.0574283,49.72852642,afternoon,5,1,5,2.5,13.5,2.07,1.6,0.21,Major
0,1,1,1,40,0,6,1,4,clear,dry,2,2,7,18.181818,0,0,1,37,16,0,0,1,61.53188562,0.602726636,96.21006639,night,1,1,3,3.5,8.5,4.21,2.35,0.42,Major
5,1,0,1,20,0,4,0,3,foggy,wet,2,14,5,20,0,0,1,37,19,1,1,1,37.52548388,1.187645618,96.25771583,evening,4,2,4,2.5,12.5,1.48,4.58,0.5,Major
6,0,0,1,40,0,4,1,2,clear,dry,2,5,8,20,0,0,1,27,5,0,1,1,37.18019478,0.986838681,88.95520727,afternoon,1,1,7,4,13,2.86,2.17,0.18,Major
1,0,0,0,30,1,2,1,2,rainy,dry,0,2,9,30,1,0,1,53,32,1,0,0,38.85329954,1.009238302,100,morning,3,1,2,4.5,10.5,2.61,3.23,0.59,Major
0,1,0,1,20,0,6,1,6,clear,dry,2,4,5,20,0,0,0,39,16,1,0,1,35.59838929,1.346992149,73.83317782,evening,1,1,0,2.5,4.5,3.64,3.52,0.4,Minor
4,0,0,0,40,1,3,1,6,clear,dry,0,12,9,20,0,0,0,23,4,1,0,1,62.98323772,1.27232111,66.20026958,afternoon,1,1,0,4.5,6.5,5.33,1.61,0.17,Minor
4,0,0,0,20,1,1,1,6,rainy,dry,0,3,5,28,0,0,1,41,19,0,0,1,33.54226192,1.035192541,82.45276856,evening,3,1,3,2.5,9.5,1.9,3.93,0.45,Major
6,1,1,1,20,0,5,1,1,clear,icy,2,12,8,4,0,0,1,25,6,1,0,1,36.18577281,0.855106327,100,evening,1,5,0,4,10,1.82,4.76,0.23,Major
2,1,0,0,20,0,1,0,5,clear,wet,0,13,8,17.142857,1,0,0,42,24,0,0,1,49.66804652,0.946435442,68.18335829,evening,1,2,3,4,10,1.82,3.25,0.56,Major
6,1,1,1,30,1,5,1,6,foggy,muddy,1,11,8,26.25,0,0,0,46,24,1,0,1,48.45488705,0.850763671,100,evening,4,3,0,4,11,2.5,3.23,0.51,Major
1,0,1,1,20,1,2,0,1,clear,dry,0,6,4,10,1,0,1,26,5,1,0,1,38.85224937,0.651605417,78.5658017,afternoon,1,1,0,2,4,4,3.74,0.19,Minor
5,1,0,0,20,1,3,1,4,clear,wet,2,11,5,14.285714,0,0,0,44,24,1,0,1,70.25432009,1.145775975,90.2595436,night,1,2,0,2.5,5.5,3.08,4.3,0.53,Minor
2,1,0,1,40,1,1,0,1,clear,muddy,1,5,2,8,0,0,1,39,17,1,1,1,35.54046281,1.191515003,83.25177664,night,1,3,4,1,9,4,2.03,0.42,Major
4,0,1,0,20,0,6,1,2,clear,dry,1,1,2,4.285714,1,0,1,43,21,1,0,1,42.43371064,1.471210035,72.06024828,evening,1,1,0,1,3,5,3.43,0.48,Minor
6,0,1,1,40,1,1,1,6,clear,muddy,2,2,3,25.454546,1,0,1,53,31,1,1,1,16.09874192,0.955704476,98.20579786,morning,1,3,4,1.5,9.5,3.81,2.4,0.57,Major
1,0,0,1,40,0,2,0,5,clear,dry,2,13,9,16,0,0,1,32,10,1,0,0,40.42503444,1.497292413,10.49925233,evening,1,1,2,4.5,8.5,4.21,0.26,0.3,Major
4,0,1,1,40,1,6,0,6,rainy,wet,1,7,3,20,0,0,1,27,6,1,0,1,25.15565161,0.687098586,73.22776205,afternoon,3,2,0,1.5,6.5,5.33,1.79,0.21,Minor
3,1,0,0,20,0,6,0,2,rainy,wet,2,9,2,15,0,0,1,26,5,1,0,1,31.2560242,1.156630833,95.90444828,morning,3,2,0,1,6,2.86,4.57,0.19,Minor
2,0,1,0,20,1,2,1,5,clear,dry,1,1,6,17.142857,0,0,0,26,6,1,0,1,15.66210559,1.494768643,50.96422313,evening,1,1,0,3,5,3.33,2.43,0.22,Minor
0,0,0.25267988,1,20,1,3.2526798,0,5.25268,clear,icy,2,4,4,8.336906,0,0,1,34,13,1,0,1,31.61243511,1.140324969,65.98263031,evening,1,5,0,2,8,2.22,3.14,0.37,Major
1,0,0,0,40,1,6,0,1,clear,muddy,1,14,6,8.888889,0,0,1,38,17,1,0,1,43.8740817,0.952369896,70.13716776,night,1,3,0,3,7,5,1.71,0.44,Major
6,0,1,1,30,1,2,1,3,clear,wet,2,11,6,13.333333,0,0,0,37,19,1,0,1,41.33727343,1.015252301,73.39881537,morning,1,2,0,3,6,4.29,2.37,0.5,Minor
3,1,1,0,40,1,6,1,3,rainy,dry,1,3,1,11.428572,0,0,1,43,19,1,0,1,38.77841942,1.345511138,67.95291448,morning,3,1,0,0.5,4.5,7.27,1.66,0.43,Minor
2,0,1,1,40,0,1,0,2,foggy,dry,0,12,2,40,1,0,0,35,17,0,0,1,40.12644376,1.439110496,59.62761832,night,4,1,3,1,9,4,1.45,0.47,Major
1,1,0,1,20,1,1,1,6,foggy,dry,0,12,9,28,0,0,1,49,25,0,0,1,37.42514381,0.953926531,78.5804379,morning,4,1,3,4.5,12.5,1.48,3.74,0.5,Major
4,0,0,1,20,0,5,0,3,clear,muddy,2,11,2,6.6666665,0,0,1,32,13,1,0,0,44.48094705,1.272370028,96.11140794,evening,1,3,2,1,7,2.5,4.58,0.39,Major
4,1,1,0,30,1,1,0,2,clear,dry,0,13,5,18,0,0,0,62,42,1,0,1,43.3466041,1.43368842,87.64979468,morning,1,1,0,2.5,4.5,5.45,2.83,0.67,Minor
4,0,1,0,40,0,2,1,6,clear,wet,2,5,6,28,0,0,0,41,17,1,0,1,49.12470783,0.782120576,100,morning,1,2,0,3,6,5.71,2.44,0.4,Minor
4,0,1,1,30,0,1,0,1,clear,wet,0,5,6,10,0,0,1,26,8,1,0,1,41.98556624,0.993160594,75.98840703,morning,1,2,0,3,6,4.29,2.45,0.3,Minor
1,0,0,1,40,0,2,0,5,clear,dry,2,13,8,16,0,0,1,24,4,1,0,0,38.4951046,1.495417555,100,morning,1,1,2,4,8,4.44,2.44,0.16,Major
2,1,0.381614,1,30,0,2.381614,0.381614,3.381614,rainy,dry,0,12,4,32.862106,1,0,1,39,19,1,0,1,56.67333475,0.853478565,54.48578306,morning,3,1,0,2,6,4.29,1.76,0.48,Minor
3,1,0,1,30,0,4,1,6,rainy,dry,2,10,5,70,0,0,1,32,10,0,0,1,54.04310219,1.119687956,100,morning,3,1,3,2.5,9.5,2.86,3.23,0.3,Major
6,1,1,1,40,0,3,1,4,clear,dry,0,10,2,40,1,0,1,42,19,1,0,1,44.51361462,1.157031556,100,morning,1,1,0,1,3,10,2.44,0.44,Minor
6,0,1,1,40,0,4,1,3,clear,muddy,2,11,9,53.333332,0,0,1,39,16,0,1,0,62.92655137,0.654148427,48.44742681,afternoon,1,3,9,4.5,17.5,2.16,1.18,0.4,Major
5,1,0,0,40,0,1,0,1,foggy,dry,2,2,8,20,0,0,1,34,11,1,0,1,46.23973488,1.306617026,89.36268106,afternoon,4,1,0,4,9,4,2.18,0.31,Major
4,1,1,1,20,1,6,0,6,rainy,dry,1,5,7,12.727273,0,0,1,26,6,0,0,1,42.58241034,0.912900609,77.47495138,evening,3,1,3,3.5,10.5,1.74,3.69,0.22,Major
2,0,1,0,20,1,3.6099966,1,4.390003,foggy,dry,1,4,6,8.292313,0,0,1,19,0,1,0,1,43.97112766,1.000323414,77.87576451,evening,4,1,0,3,8,2.22,3.71,0,Major
1,1,1,1,40,1,4,0,4,stormy,dry,0,13,5,25,0,0,0,30,11,1,0,1,47.47675945,1.14284247,81.32050536,morning,5,1,0,2.5,8.5,4.21,1.98,0.35,Major
6,0,0.090606436,1,20,0.090606436,2,0.90939355,4,foggy,wet,1,1,6,14.285714,0,0,1,43,24,0,1,1,31.24199906,0.910484694,67.61418946,evening,4,2,7,3,16,1.18,3.22,0.55,Major
3,0,0,1,20,0,4,0,1,foggy,dry,1,12,2,13.333333,0,0,1,37,14,1,0,1,16.89558113,0.825082466,98.77590534,afternoon,4,1,0,1,6,2.86,4.7,0.37,Minor
6,0,1,0,20,0,4,0,1,rainy,dry,2,1,5,13.333333,1,0,0,22,3,1,0,0,49.22206707,1.046430728,80.08177309,afternoon,3,1,2,2.5,8.5,2.11,3.81,0.13,Major
1,0,1,0,20,1,5,1,4,clear,muddy,2,1,3,12.5,1,0,1,36,14,0,1,1,57.51053717,0.846784934,57.50702252,morning,1,3,7,1.5,12.5,1.48,2.74,0.38,Major
6,0,1,0,40,0,5,1,6,clear,wet,2,8,1,35,0,0,0,38,15,1,0,1,29.98562342,0.934129724,79.24716792,afternoon,1,2,0,0.5,3.5,8.89,1.93,0.38,Minor
4,0,0.68030757,1,40,1,1.6803075,0.31969246,3,clear,dry,0,3,3,11.428572,0,0,1,26,2,1,0,1,61.09609151,0.608407509,70.51585411,morning,1,1,0,1.5,3.5,8.89,1.72,0.07,Minor
0,1,0,1,30,1,5,1,1,clear,icy,2,9,7,7.5,0,0,1,36,12,1,0,1,20.30316248,1.344743061,92.31791976,morning,1,5,0,3.5,9.5,2.86,2.98,0.32,Major
4,0,1,1,40,1,5,1,2,clear,muddy,2,10,1,10.909091,0,0,0,35,13,0,0,1,36.61817591,0.911707225,53.69503951,night,1,3,3,0.5,7.5,4.71,1.31,0.36,Major
5,0,0,0,20,0,6,1,1,foggy,dry,2,2,2,4,0,0,0,23,4,0,0,0,70.59023733,0.582784008,100,evening,4,1,5,1,11,1.67,4.76,0.17,Major
3,0,0,1,20,0,4,0,1,clear,muddy,1,9,6,13.333333,0,0,1,38,15,1,1,1,50.33904729,1.290023751,82.41055499,morning,1,3,4,3,11,1.67,3.92,0.38,Major
5,1,1,1,30,1,3,1,5,rainy,dry,1,11,7,13.846154,0,0,0,40,16,0,0,1,40.46283686,0.519625311,55.27504098,afternoon,3,1,3,3.5,10.5,2.61,1.78,0.39,Major
2,0,0,1,30,1,1,0,4,foggy,muddy,0,9,9,21.428572,0,0,1,45,23,0,0,1,48.78428753,1.099346201,75.96183251,morning,4,3,3,4.5,14.5,1.94,2.45,0.5,Major
3,0,1,0,30,1,3,1,1,clear,icy,1,4,8,15,0,0,1,45,24,1,0,1,62.94514799,1.20266376,70.34784372,morning,1,5,0,4,10,2.73,2.27,0.52,Major
4,1,0,0,40,1,1,1,6,clear,wet,0,4,8,70,0,0,1,21,0,1,0,1,23.32260116,0.691210408,64.0992946,evening,1,2,0,4,7,5,1.56,0,Major
3,0,0,1,20,0,4,0,1,foggy,dry,1,4,8,13.333333,0,0,1,25,4,1,0,0,64.76789625,0.631259429,88.50105188,evening,4,1,2,4,11,1.67,4.21,0.15,Major
5,0,0,1,20,0,5,1,2,clear,muddy,2,12,5,4,0,0,1,40,18,1,0,0,37.64945203,0.613883028,100,evening,1,3,2,2.5,8.5,2.11,4.76,0.44,Major
3,1,0,1,40,1,2,1,3,clear,dry,2,1,7,26.666666,1,0,0,40,18,1,0,1,55.62577389,1.49332999,100,morning,1,1,0,3.5,5.5,6.15,2.44,0.44,Minor
3,1,1,0,20,0,1,0,3,clear,dry,2,5,5,6.1538463,0,0,0,40,22,1,0,1,35.78664661,1.255086825,84.02594718,evening,1,1,0,2.5,4.5,3.64,4,0.54,Minor
0,0,0,0,40,0,4,0,2,clear,dry,1,13,9,8.571428,1,0,0,70,46,0,0,1,70.25584982,0.81271047,64.38763583,morning,1,1,3,4.5,9.5,3.81,1.57,0.65,Major
1,0,0,1,40,0,2,0,5,rainy,dry,2,6,5,16,0,0,1,40,22,1,0,1,44.53255495,0.835557676,85.59802211,night,3,1,0,2.5,6.5,5.33,2.09,0.54,Minor
4,0,1,1,40,1,6,0,6,rainy,muddy,1,4,6,20,0,0,1,46,26,1,0,0,25.06774877,1.148624755,94.7616435,evening,3,3,2,3,11,3.33,2.31,0.55,Major
0,1,1,0,20,0,5,0,2,clear,wet,2,8,2,10,0,0,1,44,20,1,0,1,52.05114637,0.957671959,84.0725111,night,1,2,0,1,4,4,4,0.44,Minor
3,1,1,0,30,0,2,1,4,rainy,dry,0,14,1,50,0,0,1,41,18,1,1,1,64.51844973,0.771340144,94.90168595,evening,3,1,4,0.5,8.5,3.16,3.06,0.43,Major
5,1,0,1,40,1,2,0,2,clear,dry,2,14,8,10.909091,0,0,1,31,11,1,0,1,62.82394763,0.557096607,88.87777878,afternoon,1,1,0,4,6,5.71,2.17,0.34,Minor
1,1,0,1,40,1,2,1,2,clear,dry,1,3,9,10.909091,1,0,0,42,22,0,0,1,46.40250555,1.283853645,85.69370938,morning,1,1,3,4.5,9.5,3.81,2.09,0.51,Major
3,1,0,1,30,0,4,1,6,rainy,wet,2,11,6,70,0,0,1,27,8,0,0,1,57.18112985,1.388225866,55.675765,afternoon,3,2,3,3,11,2.5,1.8,0.29,Major
5,1,0,0,40,0,1,0,1,rainy,wet,2,9,3,20,0,0,1,32,11,1,0,1,38.67647881,0.705959286,77.39316228,evening,3,2,0,1.5,6.5,5.33,1.89,0.33,Minor
2,0,1,1,40,0,1,0,2,clear,dry,0,13,9,40,0,0,0,30,11,1,0,0,53.86556482,0.563405114,100,afternoon,1,1,2,4.5,8.5,4.21,2.44,0.35,Major
5,1,1,1,20,1,4,1,3,rainy,dry,0,7,1,11.428572,1,0,0,35,12,0,0,0,50.44219374,0.618625506,89.7941155,afternoon,3,1,5,0.5,9.5,1.9,4.28,0.33,Major
2,0,0,1,20,1,6,1,4,foggy,dry,0,8,6,16.666666,0,0,0,58,36,1,0,0,10,0.914259312,100,afternoon,4,1,2,3,10,1.82,4.76,0.61,Major
2,0,0,0,20,1,3,0,2,foggy,dry,1,7,7,6,0,0,0,18,0,1,0,1,29.99091738,0.799348247,100,afternoon,4,1,0,3.5,8.5,2.11,4.76,0,Major
4,0,0,1,40,0,2,1,2,rainy,dry,1,9,2,12,0,0,1,41,18,1,1,1,48.11766902,0.573457816,56.41521934,afternoon,3,1,4,1,9,4,1.38,0.43,Major
6,0,0,0,30,0,3,1,2,clear,dry,2,2,5,11.25,0,0,1,18,0,1,0,1,47.47492098,0.954868744,100,evening,1,1,0,2.5,4.5,5.45,3.23,0,Minor
0,0,0,1,20,0,6,0,3,rainy,dry,1,4,9,26.666666,1,0,1,30,7,0,1,1,44.56383763,0.703918903,99.46219533,morning,3,1,7,4.5,15.5,1.21,4.74,0.23,Major
3,1,0,0,30,0,6,1,4,clear,dry,0,2,3,12.5,0,0,1,45,23,1,1,1,46.34061928,0.566948579,100,evening,1,1,4,1.5,7.5,3.53,3.23,0.5,Major
0,1,1,1,20,1,6,1,2,clear,icy,0,8,6,30,0,0,1,35,11,1,0,1,63.1150148,1.157928139,66.59753852,afternoon,1,5,0,3,9,2,3.17,0.31,Major
1,1,1,0,40,1,4,0,1,foggy,muddy,2,2,3,5.714286,1,0,1,24,6,0,1,0,50.31183328,1.072506292,94.48407706,evening,4,3,9,1.5,17.5,2.16,2.3,0.24,Major
5,1,1,1,30,0,4,1,2,foggy,wet,2,8,8,6,0,0,0,27,5,1,0,1,10.01060726,1.326397898,63.97505689,afternoon,4,2,0,4,10,2.73,2.06,0.18,Major
2,1,0,0,20,0,4,0,1,clear,dry,2,6,2,8,0,0,1,41,21,1,1,1,74.21564464,0.8022815,82.99243598,evening,1,1,4,1,7,2.5,3.95,0.5,Major
2,1,1,0,20,1,4,1,4,clear,wet,0,7,4,16.666666,0,0,1,27,4,0,0,0,16.40180844,0.635822677,86.73672964,night,1,2,5,2,10,1.82,4.13,0.14,Major
5,0,1,1,20,0,1,0,1,rainy,icy,2,11,8,2.6666667,0,0,0,37,19,1,0,1,59.37213939,0.860160755,75.22378542,afternoon,3,5,0,4,12,1.54,3.58,0.5,Major
4,0,1,0,40,1,5,1,2,foggy,dry,2,13,7,8,0,0,1,35,13,0,0,0,21.53521742,1.278707052,100,afternoon,4,1,5,3.5,13.5,2.76,2.44,0.36,Major
6,0,1,1,40,0,3.6734593,1,3.3265407,rainy,dry,1,6,3,13.312433,0,0,1,28,8,1,0,1,66.35159965,0.741739355,69.60257444,night,3,1,0,1.5,5.5,6.15,1.7,0.28,Minor
0,1,1,1,20,1,5,1,2,foggy,wet,2,14,5,12,1,0,0,56,36,1,0,0,40.83001431,0.75500085,39.75663752,morning,4,2,2,2.5,10.5,1.74,1.89,0.63,Major
3,1,0,0,40,0,5,1,1,foggy,wet,0,12,2,20,0,0,1,41,17,1,1,1,50.76416334,0.647584684,75.12466515,evening,4,2,4,1,11,3.33,1.83,0.4,Major
4,1,1,1,30,1,6,0,2,clear,wet,0,9,8,9,1,0,1,18,0,1,1,1,15.20760107,1.486514362,100,evening,1,2,4,4,11,2.5,3.23,0,Major
3,0,0,0,30,1,6,1,4,rainy,dry,1,4,1,13.636364,0,0,0,36,16,1,0,0,55.94344748,1.467309825,100,afternoon,3,1,2,0.5,6.5,4,3.23,0.43,Minor
6,0,1,1,20,1,2,0,4,rainy,dry,0,1,5,12.5,0,0,1,28,9,1,0,1,51.24453318,1.158052138,100,morning,3,1,0,2.5,6.5,2.67,4.76,0.31,Minor
6,1,1,1,40,0,4,0,6,rainy,dry,2,9,2,28,1,0,0,43,25,1,0,0,54.259849,0.714818084,100,morning,3,1,2,1,7,5,2.44,0.57,Major
0,1,1,0,20,0,5,0,2,clear,dry,2,13,2,10,0,0,1,27,9,1,0,0,59.24424935,1.266556338,72.42678001,afternoon,1,1,2,1,5,3.33,3.45,0.32,Minor
5,1,0,1,30,1,6,1,3,rainy,dry,1,10,1,13.333333,0,0,0,33,15,1,0,1,47.67763304,1.08393343,100,morning,3,1,0,0.5,4.5,5.45,3.23,0.44,Minor
2,1,1,0,20,1,4,1,4,rainy,dry,0,8,9,16.666666,0,0,1,40,18,1,0,1,41.83937895,1.249566139,93.68604946,morning,3,1,0,4.5,8.5,2.11,4.46,0.44,Major
4,1,0,1,40,1,1,1,5,rainy,dry,2,1,5,18.461538,0,0,0,43,20,0,0,1,32.8363973,1.36041036,94.46642322,evening,3,1,3,2.5,9.5,3.81,2.3,0.45,Major
4,1,0,1,20,1,6,0,1,clear,dry,0,13,3,2.6666667,0,0,1,22,0,0,0,1,38.35328684,0.818474367,92.56438412,morning,1,1,3,1.5,6.5,2.67,4.41,0,Minor
2,0,1,0,40,1,6,0.24102546,3,clear,wet,2,10,7,16,0,0,1,31,12,1,0,0,63.09741929,1.413698744,56.8348499,evening,1,2,2,3.5,8.5,4.21,1.39,0.38,Major
1,0,1,1,30,0,4,0,4,rainy,dry,1,6,7,50,0,0,1,30,7,1,0,1,32.43315564,1.39855833,87.67776577,morning,3,1,0,3.5,7.5,3.53,2.83,0.23,Major
6,1,1,1,30,1,5,1,6,clear,wet,1,14,8,26.25,0,0,0,28,4,1,0,1,17.35356341,1.047130501,50.90655189,morning,1,2,0,4,7,3.75,1.64,0.14,Major
5,1,1,1,20,0,2,1,6,clear,dry,1,10,1,9.333333,1,0,0,52,32,0,0,0,30.1870061,1.184571553,96.53960483,afternoon,1,1,5,0.5,7.5,2.35,4.6,0.6,Major
4,0,1,1,20,0,3,1,5,foggy,dry,0,12,7,40,0,0,0,39,17,1,0,1,54.0906402,0.911035889,86.72399286,morning,4,1,0,3.5,8.5,2.11,4.13,0.42,Major
4,0,0,0,40,1,6,0,6,clear,dry,0,12,3,140,0,0,1,22,0,0,0,1,40.45721635,1.15510274,67.35995002,afternoon,1,1,3,1.5,6.5,5.33,1.64,0,Minor
2,1,0,1,40,1,1,0,1,clear,icy,1,4,9,8,0,0,1,44,24,1,0,0,54.06740484,1.048958472,100,morning,1,5,2,4.5,12.5,2.96,2.44,0.53,Major
0,1,0,1,30,1,1,1,1,rainy,dry,0,11,2,7.5,1,0,0,56,33,1,0,0,14.99308379,0.82281989,72.83203122,afternoon,3,1,2,1,7,3.75,2.35,0.58,Major
4,1,1,1,40,0,5,0,5,rainy,dry,1,2,4,17.142857,1,0,0,45,25,0,0,1,10,0.822838562,73.31479741,morning,3,1,3,2,9,4,1.79,0.54,Major
2,1,0,1,40,1,1,1,2,clear,wet,1,3,2,60,0,0,1,19,0,1,0,1,48.96162855,1.151666074,90.67941019,evening,1,2,0,1,4,8,2.21,0,Minor
1,0,1,0,30,0,6,1,1,clear,dry,1,12,4,6,1,0,0,30,8,1,0,0,60.0703933,1.45662803,79.68324458,morning,1,1,2,2,6,4.29,2.57,0.26,Minor
2,0,1,0,30,1,1,1,6,clear,muddy,0,13,5,16.153847,0,0,0,47,25,0,0,1,19.33507166,0.701548281,84.66807249,night,1,3,3,2.5,9.5,2.86,2.73,0.52,Major
5,0,1,1,20,0,1,0,1,clear,wet,2,12,3,2.6666667,1,0,0,27,8,1,0,1,52.89064829,0.892536653,100,afternoon,1,2,0,1.5,4.5,3.64,4.76,0.29,Minor
5,1,0,1,30,1,6,1,3,clear,muddy,1,9,8,13.333333,0,0,1,39,15,1,1,1,62.8539536,1.305709191,65.23272961,morning,1,3,4,4,12,2.31,2.1,0.38,Major
6,1,1,1,30,0,2,1,4,clear,wet,2,5,4,16.666666,0,0,1,42,18,0,0,0,44.93424687,0.623011474,63.53868012,night,1,2,5,2,10,2.73,2.05,0.42,Major
1,1,1,0,20,0,5,0,4,clear,dry,0,7,3,7.6923075,1,0,0,25,4,1,0,1,58.51636259,1.49416679,75.34448483,evening,1,1,0,1.5,3.5,4.44,3.59,0.15,Minor
5,0,0,1,20,0,5,1,2,stormy,dry,2,13,9,4,1,0,1,34,16,0,1,1,47.85611451,1.178138575,78.74122642,night,5,1,7,4.5,17.5,1.08,3.75,0.46,Major
1,1,0,1,30,1,6,1,6,rainy,dry,1,2,4,42,0,0,1,18,0,1,0,1,41.05598437,1.410800466,92.84215723,afternoon,3,1,0,2,6,4.29,2.99,0,Minor
6,1,1,1,20,1,2,0,5,rainy,wet,0,8,2,12,0,0,0,24,2,1,0,1,57.31523312,1.338053543,100,afternoon,3,2,0,1,6,2.86,4.76,0.08,Minor
2,0,1,0,30,0,3,0,1,rainy,wet,2,3,5,20,0,0,1,32,12,1,0,1,73.69196378,1.277134936,79.14400506,morning,3,2,0,2.5,7.5,3.53,2.55,0.36,Major
5,0,1,1,20,0,4,1,5,clear,icy,0,1,9,13.333333,1,0,1,22,1,0,0,1,36.63238287,0.53290106,80.72413836,afternoon,1,5,3,4.5,13.5,1.38,3.84,0.04,Major
0,0,1,1,20,0,4,1,6,clear,wet,2,13,9,10.769231,1,0,1,51,27,0,0,1,43.68402499,0.906496116,66.96969974,evening,1,2,3,4.5,10.5,1.74,3.19,0.52,Major
5,1,1,0,30,0,2,0,3,foggy,dry,0,8,2,8.571428,1,0,0,20,0,1,0,0,30.13971818,0.701862395,64.54240082,afternoon,4,1,2,1,8,3.33,2.08,0,Major
5,0,1,0,30,0,3,0,5,rainy,dry,0,11,1,60,1,0,1,30,7,1,0,1,47.32820317,1.371333328,93.54584303,afternoon,3,1,0,0.5,4.5,5.45,3.02,0.23,Minor
1,1,1,1,40,1,4,0,4,rainy,dry,0,11,7,25,0,0,0,36,12,1,0,1,42.65400946,1.180286267,80.78077936,evening,3,1,0,3.5,7.5,4.71,1.97,0.32,Major
4,0,0,0,30,1,2,0,5,stormy,dry,1,9,2,12,0,0,1,49,28,0,0,1,62.37677915,0.607073312,100,evening,5,1,3,1,10,2.73,3.23,0.56,Major
4,0,0,0,30,0,1,1,5,rainy,wet,1,8,6,18,0,0,1,20,2,1,0,1,66.29622253,0.85959775,100,morning,3,2,0,3,8,3.33,3.23,0.1,Major
2,0,0,1,40,0,2,1,5,clear,dry,1,1,3,20,0,0,1,46,23,1,0,1,56.8197818,0.569308169,97.38895456,night,1,1,0,1.5,3.5,8.89,2.38,0.49,Minor
5,1,1,0,20,1,4,0,4,clear,wet,0,12,4,14.285714,0,0,0,35,15,1,0,1,60.70146517,1.239996628,50.78074989,morning,1,2,0,2,5,3.33,2.42,0.42,Minor
5,1,1,1,20,1,6,1,1,clear,wet,1,7,4,5,0,0,0,25,6,1,0,1,34.42745675,0.918317976,93.66610456,night,1,2,0,2,5,3.33,4.46,0.23,Minor
